name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_tds,defense_misc_yds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_loss_yds,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_rec,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
C.Martin,00-0026753,no,SEA,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,4,6,0,0,0,,12,41,,,,,,,,
M.Koenen,00-0023234,no,TB,,1,,,,,,,,,,1,,,,,,,,1,,,,,1,1,,,0,,,,1,0,0,,,,,,,,8,,87,,58,,,,,,5593,,,,,,,,,,,,,,,,,,,,,,1,5,596,1,22,868,76,76,6,3440,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Foster,00-0028022,no,TB,,24,0,,1,,4,1,,0,,,1,,4,,2.5,-21,,81,13,47,13,,,0,,,0,,,,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Williams,00-0024242,no,CAR,RB,,,,,,,,,,,,,,,,,,,1,,,,,2,2,,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,98,13,20,2,0,0,,213,187,173,247,100,5,0,0,,737
R.Barber,00-0000741,no,TB,,21,1,,,,,4,1,160,,,13,,,,1,-2,1,70,8,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Newton,00-0027939,no,CAR,QB,,,,,,,,,,,,,,,,,,,,,,,,7,2,3,,3,3,,-8,10,3,-8,,,,,,,,,,,,,,,,,,,,,,,,,,485,280,2144,205,2353,12,12,36,-244,19,0,0,,3869,4,28,,,,,,,,,,,,,,,,,6,0,0,,0,0,0,,4,6,127,329,88,8,0,0,,741
G.Olsen,00-0025418,no,CAR,TE,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,370,94,69,104,5,0,0,,259,843,,,,,,,,
G.McCoy,00-0027856,no,TB,DT,7,1,,1,,0,0,,,,,2,,16,,5,-35,,23,9,48,2,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Barron,00-0029670,no,TB,SS,17,1,,,,,1,,12,,,10,,,,0,,,72,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Smith,00-0020337,no,CAR,WR,,,,,,,,,,,,,,,,,,,2,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,55,,,,,,,,,,,,,,,,,478,69,73,138,4,0,0,,268,1174,3,27,0,0,0,0,,27
P.Parker,00-0027450,no,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,1,0,1,0,,,,2,,,,,,,1,7,0,0,0,0,,7
T.Davis,00-0023448,no,CAR,OLB,35,2,,1,,-2,1,,0,,,3,,1,,0,,,69,7,14,2,,,0,,,0,,,,0,1,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Nortman,00-0029304,no,CAR,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,577,1,20,821,76,76,7,3267,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Williams,00-0027702,no,TB,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,28,,,,0,,,0,0,0,,28,1,5,,,,,,,,,,,,,,,,,527,191,63,126,9,3,0,3,332,996,,,,,,,,
J.Freeman,00-0026993,no,TB,,,,,,,,,,,,,,,,,,,,,,,,,7,2,2,,1,1,,-12,9,1,-12,,,,,,,,,,,,,,,,,,,,,,,,,,558,306,2435,252,3144,17,17,25,-157,27,4,1,3,4065,6,31,,,,,,,,,,,,,,,,,,,,,,,,,,,40,111,0,0,0,0,,135
J.Norman,00-0029285,no,CAR,CB,21,0,,,,,1,,2,,,7,,,,0,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Godfrey,00-0026207,no,CAR,,25,0,,1,,0,2,1,9,,,6,,,,0,,1,44,2,4,2,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Martin,00-0029613,no,TB,RB,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,1,1,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,,,,,,,,,,,,,,,,,290,64,49,70,1,0,0,,424,472,319,357,160,11,0,0,,1454
E.Lorig,00-0027844,no,TB,,,,,,,,,,,,,,,,,,,,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,28,,,,,,,,,,,,,,,,,76,1,12,19,1,0,0,,83,83,,,,,,,,
L.Kuechly,00-0029248,no,CAR,MLB,62,0,,3,,9,2,,22,,,8,,1,,1,-4,,102,12,34,5,,,0,,,0,,,,0,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Hardy,00-0027774,no,CAR,DE,20,2,,1,,0,0,,,,,2,,20,,12.0,-99,,42,14,80,3,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Nakamura,00-0026346,no,CAR,,20,0,,,,,2,,39,,,4,,1,,0,,,34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,66,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-4,0,0,0,0,,-4
J.Beason,00-0025412,no,CAR,MLB,12,0,,,,,1,,2,,,2,,1,,0,,,15,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Anderson,00-0024303,no,CAR,,34,0,,,,,0,,,,,2,,,,0,,,39,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Jackson,00-0023496,no,TB,WR,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0,1,0,2,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,591,129,72,147,8,1,1,,358,1384,,,,,,,,
C.Barth,00-0026138,no,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,28,1122,5,242,540,,,,84,,39,0,39,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.David,00-0029562,no,TB,OLB,27,0,,,,,1,,27,,,5,,4,,2,-14,,112,20,54,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Black,00-0025455,no,TB,,8,0,,1,,0,0,,,,,,,1,,0,,,28,3,6,4,,,0,,,1,1,,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Tolbert,00-0026069,no,CAR,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,26,,26,0,1,0,26,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,194,0,27,39,0,0,0,,273,268,54,75,6,7,0,0,,183
K.Pilares,00-0028070,no,CAR,,2,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,107,0,9,0,216,,,,,,,,,,,,,,,2,25,,,,,,,,,,,,,,,,,42,36,2,4,1,0,0,,49,42,1,17,0,0,0,0,,17
S.Stroughter,00-0026953,no,TB,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,13,0,2,0,2,16,14,0,1,2,0,0,0,,2,14,,,,,,,,
C.Munnerlyn,00-0026944,no,CAR,CB,13,0,,,,,2,2,107,,,9,,,,0,,2,48,,,1,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,17,,17,0,1,0,17,,,,,,,,,,,,,,,5,40,,,,,,,,,42,5,65,0,14,0,14,72,,,,,,,,,,,,,,,,,,
D.Clark,00-0022165,no,TB,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,32,47,75,4,0,0,,111,435,,,,,,,,
F.Alexander,00-0029270,no,CAR,DE,8,0,,2,,0,0,,,,,3,,8,,2.5,-26,,10,2,15,,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Talib,00-0026160,no,TB,CB,7,0,,1,,0,2,1,59,,,9,1,,,0,,1,33,1,2,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Murphy,00-0027089,no,CAR,WR,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,242,8,25,61,1,0,0,,61,336,1,3,0,0,0,0,,3
E.Wright,00-0025440,no,TB,,5,0,,1,,0,1,1,60,,,8,,,,0,,1,34,,,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.McDonald,00-0025527,no,TB,,7,0,,,,,1,,40,,,2,,,,0,,,15,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Blount,00-0027325,no,TB,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,2,0,0,0,,7,2,41,83,14,2,0,0,,151
C.Gamble,00-0022914,no,CAR,,7,0,,,,,0,,,,,2,,,,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Edwards,00-0022750,no,CAR,DT,25,1,,,,,0,,,,,1,,8,,5.0,-35,,26,6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Kearse,00-0028169,no,CAR,DT,5,0,,,,,0,,,,,,,1,,1,-8,,8,1,8,1,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Clayborn,00-0027958,no,TB,DE,1,0,,,,,0,,,,0,,,,,0,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Silatolu,00-0029254,no,CAR,G,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.LaFell,00-0027681,no,CAR,WR,,,,,,,,,,,,,,,,,,,2,,,,,1,0,,1,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,329,99,44,76,4,0,0,,318,677,3,35,0,0,0,0,,35
G.Hangartner,00-0023602,no,CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Smith,00-0029145,yes,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,23,0,3,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Medlock,00-0025547,no,CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,7,228,3,133,98,6,,42,21,17,23,0,23,0,23,2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Martin,00-0027035,no,CAR,,3,1,,,,,0,,,,,3,,,,0,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Edwards,00-0020286,no,CAR,,7,0,,,,,0,,,,,,,1,,1,-8,,7,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Johnson,00-0025470,no,CAR,DE,11,7,,1,,0,0,,,,,4,,12,,12.5,-113,,31,7,45,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Larsen,00-0027607,no,TB,G,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Ware,00-0024559,no,TB,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,25,0,2,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,0,14,20,0,0,0,,97,100,11,45,0,0,0,0,,51
J.Adams,00-0029271,no,CAR,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,,1,1,,0,4,1,0,,,,,,,,,,,,,,,,,,,76,,83,0,9,0,208,,,,,,,,,,,,,,,,,,,,,,,,,78,11,93,0,11,0,11,127,7,0,1,1,0,0,0,,5,7,3,13,0,0,0,0,,13
R.Miller,00-0027055,no,TB,DT,8,0,,,,,0,,,,,1,,,,0,,,15,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Onatolu,00-0026486,no,CAR,,3,0,,,,,0,,,,,,,,1,0,,,2,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Phillips,00-0026911,no,CAR,,4,1,,,,,0,,,,,,,,,0,,,19,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Grimm,00-0027805,no,TB,,2,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Gross,00-0022117,no,CAR,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,22,,,,,,,,,,,,,,,,,1,0,0,,0,0,0,,-2,1,,,,,,,,
A.Black,00-0028089,no,TB,,6,1,,,,,2,,34,,,5,,1,,0,,,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,0,1,0,3,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Applewhite,00-0024734,no,CAR,,5,0,,,,,0,,,,,,,2,,1,-4,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bennett,00-0026618,no,TB,DE,7,3,,,,,0,,,,,2,,14,,9,-57,,34,18,69,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Watson,00-0027812,no,TB,LB,2,0,,2,,0,0,,,,,,2,,,0,,,8,,,1,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Stocker,00-0028042,no,TB,TE,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,119,1,16,27,1,0,0,,89,165,,,,,,,,
K.Tandy,00-0029422,no,TB,FS,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,0,0,0,0,,18
S.Suisham,00-0023001,no,PIT,K,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,31,,28,1014,3,131,589,8,,75,84,29,34,0,34,0,34,4746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,0,0,0,0,,-1
W.McGahee,00-0022178,no,DEN,,,,,,,,,,,,,,,,,,,,1,,,,,4,4,1,,1,1,,0,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,129,0,26,33,0,1,1,,229,221,167,159,5,4,1,0,,731
I.Taylor,00-0021891,no,PIT,,7,1,,,,,1,,3,,,13,,,,0,,,26,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Decker,00-0027690,no,DEN,WR,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31,,,,,,,,,22,,22,0,2,0,2,22,394,149,85,122,13,0,0,,267,1064,,,,,,,,
K.Lewis,00-0026903,no,PIT,CB,15,0,,,,,0,,,,,23,,,,0,,,54,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Manning,00-0010346,no,DEN,QB,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,583,400,2757,183,1963,11,11,21,-137,37,1,1,,4667,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,23,22,0,0,0,0,,7
L.Foote,00-0021246,no,PIT,,38,1,,2,,0,0,,,,,2,,7,,4,-29,,74,8,35,17,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Hampton,00-0020426,no,PIT,,15,0,,,,,0,,,,,,,1,,0,,,11,4,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Dreessen,00-0023630,no,DEN,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,35,,,,,,,,,,,,,,,,,214,36,41,58,5,0,0,,143,356,,,,,,,,
B.Stokley,00-0015754,no,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,300,105,45,58,5,0,0,,156,544,,,,,,,,
C.Allen,00-0028066,no,PIT,CB,12,3,,1,,21,2,,6,,,10,,1,,0,,,43,,,1,,,0,,,0,,,,0,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Moreno,00-0026988,no,DEN,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,21,26,0,0,0,,126,167,139,118,17,4,0,0,,528
T.Polamalu,00-0022119,no,PIT,,5,0,,,,,1,,1,,,3,,1,,1,-6,,29,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Thomas,00-0027874,no,DEN,WR,,,,,,,,,,,,,,,,,,,1,,,,,1,3,2,,0,,,,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,516,206,94,141,10,0,0,,567,1442,,,,,,,,
J.Tamme,00-0026267,no,DEN,TE,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,268,8,52,85,2,0,0,,207,555,,,,,,,,
B.Colquitt,00-0026516,no,DEN,P,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,,,,,255,,,,,,,,,,,,,,,,,,,,,,2,10,630,,27,816,67,67,4,3101,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Brown,00-0027793,no,PIT,WR,0,0,,,,,0,,,,,,,,,0,,,3,,,,,3,2,1,,2,2,,0,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,2,41,1,1,,,0,0,0,,0,2,10,,,,,,,,,84,8,149,0,27,0,27,183,291,88,66,106,5,0,0,,353,787,7,37,0,0,0,0,,24
T.Warren,00-0021989,yes,DEN,,0,0,,,,,0,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.Redman,00-0026566,no,PIT,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,0,,,,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,0,19,23,0,0,0,,199,244,110,147,3,2,0,0,,410
H.Miller,00-0023465,no,PIT,TE,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,48,,,,,,,,,,,,,,,,,338,62,71,101,8,1,1,,356,816,,,,,,,,
D.Wolfe,00-0029586,no,DEN,DE,14,0,,,,,0,,,,,2,,7,,6,-41,,26,9,61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Porter,00-0026180,no,DEN,DB,5,0,,,,,1,1,43,,,6,,,,0,,1,16,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Roethlisberger,00-0022924,no,PIT,QB,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,3,3,,-8,6,3,-8,,,,,,,,,,,,,,,,,,,,,,,,,,448,283,1778,165,1920,8,8,30,-182,25,2,1,1,3252,3,20,26,,1,26,1,1,,26,,,,,,,,,,,,,,,,,,,26,70,0,0,0,0,,92
M.Wallace,00-0026901,no,PIT,WR,,,,,,,,,,,,,,,,,,,3,,,,,2,1,,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18,,,,,,,,,,,,,,,,,400,242,64,119,8,0,0,,268,838,5,13,0,0,0,0,,7
