name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_tds,defense_misc_yds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_loss_yds,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_rec,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
L.Barbiasz,00-0029049,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Richard,00-0029158,no,JAC,,3,0,,,,,0,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Mosley,00-0029283,no,NYG,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Issac,00-0028085,yes,JAC,,0,0,,,,,0,,,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Purvis,00-0026804,no,NYG,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Jackson,00-0029363,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Jones,00-0028123,no,NYG,,4,0,,,,,0,,,,0,,,1,,1,-4,,7,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Veldman,00-0029063,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,2,4,0,1,1,,23,27,,,,,,,,
J.Talley,00-0029367,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2,2,0,0,0,,4,22,,,,,,,,
D.DePalma,00-0028294,no,NYG,,,,,,,,,,,,,,,,,,,,1,,,,,1,0,,,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,4,1,4,0,1,0,1,4,46,0,3,5,0,0,0,,21,46,,,,,,,,
R.Davis,00-0029053,no,JAC,DE,0,0,,,,,0,,,,,,,2,,2,-22,,6,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Reinders,00-0027459,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Arenas,00-0027660,no,KC,,0,0,,,,,0,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,109,0,4,0,109,,,,,,,,,,,,,,,,,,,,,,,,,15,1,21,0,5,0,5,32,,,,,,,,,,,,,,,,,,
M.Cassel,00-0023662,no,KC,QB,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,0,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,59,38,218,21,214,1,1,2,-12,2,0,0,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,0,0,0,0,,16
M.Adams,00-0025668,no,ARI,,0,0,,,,,0,,,,,1,,1,,0,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
D.McCluster,00-0027651,no,KC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,9,13,16,1,0,0,,51,129,,,,,,,,
J.Charles,00-0026213,no,KC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,4,6,0,0,0,,38,36,15,30,0,0,0,0,,73
A.Wilson,00-0020505,no,ARI,,3,0,,,,,0,,,,,2,,,,0,,,8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Hillis,00-0026367,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,1,1,1,0,0,,5,11,17,50,1,1,0,0,,99
S.Draughn,00-0028202,no,KC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,34,0,1,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,9,12,0,0,0,,31,52,32,44,4,1,0,0,,114
R.Succop,00-0026968,no,KC,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,4,116,2,104,94,,,6,12,5,7,0,7,0,7,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Brown,00-0028056,no,KC,CB,1,0,,,,,0,,,,,1,,,,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Toribio,00-0026093,yes,KC,,1,0,,,,,0,,,,,,,,,0,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Routt,00-0023473,no,KC,,0,0,,,,,0,,,,,,,,,0,,,7,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Johnson,00-0023449,no,KC,ILB,2,0,,,,,0,,,,,1,,,,1,,,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Houston,00-0028008,no,KC,OLB,1,0,,,,,0,,,,,1,,1,,1,-7,,2,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Gray,00-0029298,yes,KC,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,7,1,0,0,,65
B.Quinn,00-0025409,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,2,2,-3,2,2,-3,,,,,,,,,,,,,,,,,,,,,,,,,,41,23,182,18,260,2,2,1,-9,1,0,0,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,37,0,0,0,0,,46
J.Newsome,00-0028417,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,3,10,0,0,0,,2,27,,,,,,,,
T.Copper,00-0022388,no,KC,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,2,4,0,0,0,,7,16,,,,,,,,
J.Bellamy,00-0029319,no,KC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,25,0,2,6,0,0,0,,4,25,,,,,,,,
D.Colquitt,00-0023534,no,KC,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,8,229,15,15,2,701,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Belcher,00-0026869,no,KC,,0,0,,,,,0,,,,,,,,,0,,,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Berry,00-0027858,no,KC,FS,3,0,,,,,0,,,,,,,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bailey,00-0028024,no,KC,DE,0,0,,,,,0,,,,,1,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Brown,00-0025392,no,ARI,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Elam,00-0023405,no,KC,,1,0,,,,,1,,37,,,1,,,,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Acho,00-0028041,no,ARI,OLB,1,0,,,,,0,,,,,,,,,0,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Wylie,00-0029274,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,104,0,5,0,127,,,,,,,,,,,,,,,,,,,,,,,,,52,2,52,0,3,0,3,52,7,0,1,4,0,0,0,,6,7,,,,,,,,
M.Szymanski,00-0029330,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,6,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,56,,1,132,4,4,1,224,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Gordon,00-0022878,no,KC,,1,0,,,,,0,,,,,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Menzie,00-0029541,yes,KC,,0,0,,,,,0,,,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Sheffield,00-0027741,no,KC,,2,0,,,,,0,,,,,,,1,,1,-6,,4,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Maneri,00-0027567,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,4,5,0,0,0,,45,85,,,,,,,,
D.Stephenson,00-0029543,yes,KC,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Holliday,00-0007611,no,ARI,,1,0,,,,,0,,,,,1,,1,,1,-9,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Studebaker,00-0026343,no,KC,LB,0,0,,,,,0,,,,,1,,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Washington,00-0027072,no,KC,,0,0,,1,,0,0,,,,,,,2,,0,,,3,,,,,,0,,,0,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Ellis,00-0029537,yes,KC,,0,0,,,,,0,,,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Hartman,00-0029324,no,KC,,0,0,,,,,0,,,,,1,,,,0,,,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Dray,00-0027825,no,ARI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,6,0,1,3,0,0,0,,4,6,,,,,,,,
J.Reeves,00-0022767,no,KC,,0,1,,,,,0,,,,,1,,,,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Greenwood,00-0027639,no,KC,,1,0,,,,,0,,,,,,,,,0,,,7,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Fanor,00-0029322,yes,KC,,0,0,,,,,0,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Stanzi,00-0028073,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,0,,-3,2,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,18,9,42,9,130,1,1,6,-45,0,0,0,,91,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,6,20,0,0,0,0,,20
E.Jones,00-0024714,no,KC,,1,0,,,,,0,,,,,,,2,,2,-12,,6,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Siler,00-0025627,no,KC,,2,0,,,,,0,,,,,,,1,,0,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Bair,00-0028311,no,KC,DE,1,1,,,,,0,,,,,,,,,1,-2,,8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Powe,00-0028137,no,KC,,0,0,,,,,0,,,,,,,1,,1,-7,,4,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Miller,00-0028078,no,KC,,0,0,,,,,0,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Williams,00-0024325,no,KC,,1,0,,,,,0,,,,,,,1,,0,,,14,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Webb,00-0028426,no,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
N.Thorpe,00-0029329,no,KC,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Potter,00-0029551,no,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Horne,00-0027308,no,KC,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,38,38,2,2,1,0,0,,24,43,,,,,,,,
M.McGraw,00-0029348,no,ARI,,2,0,,,,,0,,,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Biere,00-0029320,yes,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
J.Long,00-0029306,no,KC,,0,0,,,,,0,,,,,,,1,,1,-9,,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Crump,00-0029602,no,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,1,1,0,0,0,,2,9,,,,,,,,
C.Fenner,00-0029357,no,KC,,0,0,,,,,0,,,,,,,,,0,,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Campbell,00-0026358,yes,KC,,0,0,,,,,0,,,,,,,1,,1,-3,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z.Markshausen,00-0027900,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,13,0,1,0,1,13,15,0,1,1,0,0,0,,0,15,,,,,,,,
J.O'Connell,00-0027154,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,45,0,4,5,0,0,0,,14,55,,,,,,,,
M.Wilhoite,00-0028836,no,SF,ILB,1,0,,,,,0,,,,,,,,,0,,,8,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Tavecchio,00-0028907,no,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,29,,,29,1,,12,3,6,2,0,2,0,2,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Sherels,00-0027547,no,MIN,CB,0,0,,,,,0,,,,,,,,,0,,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,53,0,5,0,112,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,0,3,0,3,5,,,,,,,,,,,,,,,,,,
P.Willis,00-0025398,no,SF,,0,0,,,,,0,,,,,1,,,,0,,,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Gerhart,00-0027888,no,MIN,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,1,2,0,0,0,,16,19,17,41,0,0,0,0,,79
N.Bowman,00-0027894,yes,SF,ILB,2,0,,,,,0,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Ponder,00-0027950,no,MIN,,0,0,,,,,0,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,23,186,15,136,1,1,5,-36,1,0,0,,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,0,0,0,0,,24
C.Rogers,00-0023444,no,SF,,1,0,,,,,0,,,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Burton,00-0028174,no,MIN,,,,,,,,,,,,,,,,,,,,2,,,,,1,1,,,0,,,1,0,0,,,,,,,,,,,,,,,,,,,37,,42,0,6,0,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,6,12,0,0,0,,37,135,,,,,,,,
J.Simpson,00-0026186,no,MIN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,3,6,0,0,0,,33,43,,,,,,,,
R.Jean Francois,00-0026502,no,SF,DT,2,0,,,,,0,,,,,,,2,,0.5,-9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Walsh,00-0029576,no,MIN,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,9,314,3,137,151,7,,20,27,9,7,0,7,0,7,1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.James,00-0029260,no,SF,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,2,2,0,3,2,0,,,,,,,,,,,,,,,,,,,78,,93,0,7,0,183,,,,,,,,,,,,,,,,,,,,,,,,,8,3,13,0,6,0,6,32,13,0,2,3,0,0,0,,33,26,12,26,0,0,0,0,,61
R.D'Imperio,00-0027612,no,MIN,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,2,0,0,0,,3,4,,,,,,,,
L.Guion,00-0026292,no,MIN,NT,0,0,,,,,0,,,,,,,,,0,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Hunter,00-0028053,no,SF,RB,0,0,,,,,0,,,,,,,,,0,,,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,31,0,2,0,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2,3,0,0,0,,16,12,19,51,0,0,0,0,,106
M.Raymond,00-0028108,no,MIN,,3,0,,,,,0,,,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Cartwright,00-0021357,no,SF,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,4,4,0,0,0,,15,18,22,53,0,0,0,0,,91
C.Ballard,00-0028044,no,MIN,,3,0,,,,,0,,,,,,,1,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Carr,00-0023008,no,MIN,,1,0,,,,,0,,,,,,,,,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Smith,00-0023436,no,SF,QB,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,,-8,1,0,-8,,,,,,,,,,,,,,,,,,,,,,,,,,19,13,96,6,91,,0,3,-6,2,0,0,,134,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,0,0,,4
