name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_tds,defense_misc_yds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_rec,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
C.Cole,00-0021684,no,SEA,DT,8,0,,,,,0,,,,,5,,1,,1,-1,,36,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Gore,00-0023500,no,SF,RB,,,,,,,,,,,,,,,,,,,2,,,,4,2,1,1,1,1,,0,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,185,13,46,72,2,0,0,,438,452,203,224,11,3,0,0,,853
K.Jennings,00-0024246,no,SEA,,5,0,,,,,1,,0,,,13,,,,0,,,35,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Smith,00-0023436,no,SF,QB,,,,,,,,,,,,,,,,,,,,,,,4,2,,,0,,,,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,343,205,1069,138,1362,10,10,25,-140,14,1,1,,2381,9,72,,,,,,,,,,,,,,,,,,,,,,,,,,,18,39,0,0,0,0,,60
Del.Walker,00-0024389,no,SF,TE,2,,,,,,,,,,,,,,,,,,8,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,26,,31,0,5,0,70,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,188,0,29,45,0,0,0,,173,331,3,18,0,0,0,0,,18
R.Bryant,00-0026261,no,SEA,,2,1,,2,,0,0,,,,,,,3,,1,-4,,16,2,2,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Milloy,00-0011326,no,SEA,,27,2,,,,,0,,,,,3,,4,,3,-24,,60,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Norris,00-0020508,no,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,12,0,1,0,12,,,,,,,,,,,,,,,2,25,,,,,,,,,,,,,,,,,20,0,4,9,0,0,0,,14,20,3,0,0,0,0,0,,0
J.Morgan,00-0026314,no,SF,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,19,,19,0,2,0,19,,,,,,,,,,,,,,,4,43,,,,,,,,,,,,,,,,,405,27,44,80,2,0,0,,317,698,2,17,0,0,0,0,,17
L.Washington,00-0024332,no,SEA,,,,,,,,,,,,,,,,,,,,2,,1,,2,1,1,1,1,1,,0,3,1,0,,,,,,,,,,,,,,,,,,,392,,633,92,57,3,1461,,,,,,,,1,-7,,,,,,,,,,,,,,,,90,8,213,0,23,0,23,268,65,0,9,13,0,0,0,,63,79,27,69,16,1,0,0,,100
J.Smith,00-0020535,no,SF,,13,1,,,,,0,,,,,1,,17,,8.5,-54,,57,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Haralson,00-0024354,no,SF,,13,0,,2,,0,0,,,,,,,8,,4,-28,,29,7,3,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Willis,00-0025398,no,SF,,27,2,,,,,0,,,,,5,,6,,6,-46,,101,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Branch,00-0021192,no,SEA,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,367,171,61,92,6,0,0,,298,818,,,,,,,,
J.Ryan,00-0023742,no,SEA,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,1,5,611,,27,835,78,78,1,3254,,,,,,,,,,,,,,,,,,,1,-9,0,0,0,0,,-9
D.Hawthorne,00-0025999,no,SEA,OLB,31,2,,1,,0,1,,5,,,4,,1,,0,,,76,4,18,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Davis,00-0024221,no,SF,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,457,204,57,93,7,1,1,,446,925,,,,,,,,
E.Thomas,00-0027866,no,SEA,FS,11,1,,,,,5,,68,1,10,7,,2,,0,,1,65,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Curry,00-0026981,no,SEA,,12,2,,,,,0,,,,,1,,7,,4,-30,,60,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Tatupu,00-0023480,no,SEA,,30,1,,,,,1,1,26,,,8,,1,,1,-8,1,58,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Mebane,00-0025472,no,SEA,DT,12,0,,,,,0,,,,,2,,1,,1,-7,,19,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Davis,00-0027828,no,SEA,,3,0,,1,,0,0,,,,,,,2,,1,-7,,11,2,3,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Davis,00-0027863,no,SF,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,3,3,,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Crabtree,00-0026986,no,SF,WR,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,1,0,0,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,379,181,55,101,6,0,0,,292,741,,,,,,,,
I.Sopoaga,00-0022863,no,SF,,8,0,,,,,0,,,,,2,,3,,1.5,-12,,17,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Williams,00-0023452,no,SEA,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,6,65,110,2,0,0,,214,751,1,0,0,0,0,0,,0
T.Ginn,00-0025396,no,SF,WR,,,,,,,,,,,,,,,,,,,3,,,,,0,1,,1,1,,0,1,1,0,,,,,,,,,,,,,,,,,,,280,,387,0,48,0,992,,,,,,,,,,,,,,,1,5,,,,,,,,,130,18,238,78,24,1,24,321,141,37,12,35,1,0,0,,38,163,2,11,0,0,0,0,,11
J.Siavii,00-0022722,no,SEA,,6,0,,,,,0,,,,,2,,3,,0,,,24,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Babineaux,00-0022409,no,SEA,,9,1,,,,,2,,37,,,8,,2,1,1.5,-16,,36,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Clemons,00-0021577,no,SEA,DE,15,1,,1,,0,0,,,,,4,,20,,10.5,-77,,33,9,4,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Adams,00-0027610,no,SF,DB,4,0,,,,,0,,,,,1,,,,0,,,9,,2,,,1,1,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,7,,16,0,4,0,4,29,,,,,,,,,,,,,,,,,,
R.Jean Francois,00-0026502,no,SF,DT,3,1,,,,,0,,,,,,,,,1,-4,,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Jones,00-0022840,no,SEA,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,54,0,17,23,0,0,0,,112,59,60,127,0,0,0,0,,223
A.Franklin,00-0022147,no,SF,,1,0,,1,,0,0,,,,,1,,,,0,,,38,2,4,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Lawson,00-0024237,no,SF,OLB,11,2,,1,,5,1,,0,,,6,,9,,2.5,-28,,49,4,5,,,0,,,0,,,,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Morrah,00-0026963,no,SEA,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,69,0,5,0,76,,,,,,,,,,,,,,,3,30,,,,,,,,,,,,,,,,,79,0,9,18,0,0,0,,64,117,,,,,,,,
D.Goldson,00-0025513,no,SF,FS,17,0,,,,,1,1,39,,,5,,1,,1,-8,1,62,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Mare,00-0010373,no,SEA,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,30,,25,772,5,199,405,13,,72,75,20,31,0,31,0,31,4679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Trufant,00-0022046,no,SEA,,15,1,,2,,0,1,1,32,,,8,,,,0,,1,65,1,11,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Butler,00-0027063,no,SEA,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,249,100,36,70,4,0,0,,112,385,2,6,0,0,0,0,,6
A.Lee,00-0022824,no,SF,P,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5,618,,34,903,91,91,12,4203,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Bowman,00-0027894,no,SF,ILB,8,0,,,,,0,,,,,,,,,0,,,38,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.LaBoy,00-0022894,no,SF,,7,1,,1,,0,0,,,,,2,,8,,5,-31,,21,6,2,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.McCoy,00-0023498,no,SEA,,2,,,,,,,,,,,,,,,,,,17,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Brown,00-0025534,no,SF,CB,3,0,,,,,1,1,62,,,5,,,,0,,1,36,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Spikes,00-0015474,no,SF,,27,0,,1,,8,3,,9,,,9,,1,,0,,,81,3,12,,,0,,,0,,,,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Robinson,00-0024315,no,SEA,,,,,,,,,,,,,,,,,,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,28,,,,0,,,0,0,0,,28,3,26,,,,,,,,,,,,,,,,,35,0,8,13,0,0,0,,44,37,12,61,0,0,0,0,,77
W.Herring,00-0025548,no,SEA,,6,1,,,,,1,,0,,,2,,1,,1,-12,,30,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Byham,00-0027780,no,SF,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,27,0,5,7,0,0,0,,26,27,,,,,,,,
S.Spencer,00-0022843,no,SF,,4,1,,1,,0,3,,0,,,9,,1,,0.5,-12,,38,,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Obomanu,00-0024463,no,SEA,,1,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,136,30,49,4,2,2,,166,494,2,13,0,0,0,0,,17
D.Zeigler,00-0024687,no,SF,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,67,0,9,15,0,0,0,,14,98,,,,,,,,
R.Brock,00-0021340,no,SEA,,6,1,,1,,0,0,,,,,3,,22,,10.0,-73,,27,8,3,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Baker,00-0021213,no,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,109,13,9,19,1,0,0,,47,116,,,,,,,,
M.Lewis,00-0021185,no,SF,,3,0,,,,,0,,,,,,,1,,1,-6,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Thurmond,00-0027711,no,SEA,SS,4,0,,,,,0,,,,,6,,1,,0,,,33,,8,,,1,1,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,
H.Blades,00-0025566,no,WAS,,7,0,,,,,0,,,,,,,,,0,,,13,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Horton,00-0026389,no,WAS,,3,0,,,,,0,,,,,,,,,0,,,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Gano,00-0026858,no,WAS,K,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,35,1,24,854,11,446,484,18,,71,72,9,28,0,28,0,28,4617,,,,,,,,,,,,,,,,,,,,,,,,24,1,1,42,4,4,,141,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Owusu-Ansah,00-0027726,no,DAL,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,207,0,25,0,543,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
T.Romo,00-0021678,no,DAL,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,149,784,65,732,7,7,7,-41,11,0,0,,1605,3,15,,,,,,,,,,,,,,,,,11,0,0,,0,0,0,,,11,6,21,0,0,0,0,,38
L.Landry,00-0025393,no,WAS,,19,1,,1,,0,1,,0,,,8,,5,,1,-8,,66,6,12,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Austin,00-0023921,no,DAL,WR,,,,,,,,,,,,,,,,,,,6,,,,1,2,1,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,60,,,,,,,,,,,,,,,,,396,141,70,119,7,0,0,,455,1041,7,93,60,1,0,0,,93
M.Bennett,00-0026201,no,DAL,TE,,,,,,,,,,,,,,,,,,,1,,,,1,0,,,1,1,,5,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,159,0,33,48,0,0,0,,191,260,,,,,,,,
A.Carter,00-0020489,no,WAS,,19,1,,1,,0,0,,,,,1,,8,,2.5,-27,,25,3,3,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Barber,00-0023544,no,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,12,,0,,,0,0,0,,0,1,15,,,,,,,,,,,,,,,,,46,0,11,15,0,0,0,,76,49,113,141,27,4,0,0,,374
R.McIntosh,00-0024250,no,WAS,,37,1,,,,,0,,,,,3,,3,,2,-11,,73,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hall,00-0022923,no,WAS,CB,30,2,,2,1,32,6,1,92,,,16,,,,0,,2,65,4,11,,,0,,,0,,,,0,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bryant,00-0027902,no,DAL,WR,,1,,,,,,,,,,,,,,,,,1,,,,,1,2,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,113,,133,0,12,0,293,,,,,,,,,,,,,,,3,20,,,,,,,,,166,,212,155,15,2,15,215,274,62,45,72,6,0,0,,193,561,1,0,0,0,0,0,,0
R.Williams,00-0022909,no,DAL,,,,,,,,,,,,,,,,,,,,1,,,,3,2,,1,0,,,,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,84,37,64,5,1,1,,205,530,,,,,,,,
M.McBriar,00-0021488,no,DAL,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,,,-8,1,0,-8,,,,,,,,,,3,,1,,,,,,209,,,,,,,,,,,,,,,,,,,,,,1,5,674,1,22,940,65,65,8,3115,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,,0
K.Brooking,00-0001820,no,DAL,,24,0,,,,,1,,41,,,7,,4,,1,-9,,73,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Portis,00-0021179,no,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,5,9,0,0,0,,57,55,54,79,1,2,0,0,,227
B.James,00-0022137,no,DAL,,37,2,,2,,0,1,,11,,,3,,2,,0,,,81,4,16,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.McNabb,00-0011022,no,WAS,,,,,,,,,,,,,,,,,,,,1,,,,6,1,4,,8,8,,-27,10,8,-27,,,,,,,,,,,,,,,,,,,,,,,,,,472,275,1720,197,2276,15,15,37,-271,14,2,0,2,3377,5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,29,117,0,0,0,0,,151
G.Sensabaugh,00-0023590,no,DAL,,12,0,,,,,5,,26,,,10,,2,,2,-17,,59,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Cooley,00-0022738,no,WAS,,,,,,,,,,,,,,,,,,,,2,,,,3,1,,2,0,,,,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,33,,,,,,,,,,,,,,,,,330,58,77,126,3,1,1,,394,849,,,,,,,,
S.Moss,00-0020494,no,WAS,,,,,,,,,,,,,,,,,,,,3,,,,3,2,,1,0,,,,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,388,66,93,145,6,0,0,,477,1115,5,2,0,0,0,0,,-6
A.Ball,00-0025624,no,DAL,CB,5,1,,,,,2,,27,,,4,,1,,0.5,-12,,41,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Ratliff,00-0023656,no,DAL,DT,8,1,1,2,,0,0,,,,,2,,8,,3.5,-28,,23,3,5,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Spencer,00-0025413,no,DAL,LB,11,2,,1,,0,0,,,,,2,,7,,5,-34,,52,5,11,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.Olshansky,00-0022915,no,DAL,,21,0,,,,,0,,,,,2,,3,,0,,,17,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Ware,00-0023445,no,DAL,OLB,10,2,,2,1,22,0,,,,,1,,23,,15.5,-116,1,56,21,6,,,0,,,0,,,,0,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Galloway,00-0005720,no,WAS,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,0,12,38,0,0,0,,18,173,,,,,,,,
J. Brent,00-0027852,no,DAL,,2,0,,,,,0,,,,,,,,,0,,,14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Westbrook,00-0025739,no,WAS,,1,0,,1,,0,0,,,,,,,,,0,,,13,,2,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,6,,6,0,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Jones,00-0026162,no,DAL,,,,,,,,,,,,,,,,,,,,2,,,,2,1,,,3,3,,0,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,294,71,48,52,1,0,0,,540,450,185,215,3,1,0,0,,800
P.Buchanon,00-0021151,no,WAS,,8,2,,1,,0,2,,51,,,18,,,,0,,,41,2,8,,,0,1,1,0,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,0,3,1,0,2,0,2,1,,,,,,,,,,,,,,,,,,
L.Fletcher,00-0005322,no,WAS,,49,3,,3,,-3,1,,0,,,11,,3,,2.5,-25,,87,4,20,,,0,,,0,,,,0,3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
