name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_tds,defense_misc_yds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_rec,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
C.Williams,00-0026154,no,CHI,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z.Bowman,00-0026282,no,CHI,,7,1,,,,,6,,67,,,10,,,,0,,,59,,7,,1,0,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Harris,00-0022837,no,CHI,,4,0,,1,,0,1,,6,,,1,,7,,3,-23,,20,11,6,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Clifton,00-0019702,yes,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Matthews,00-0027002,no,GB,ILB,14,1,,3,1,46,0,,,,,7,,21,,10,-63,1,36,17,7,,,0,,,0,,,,0,3,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Montgomery,00-0023613,yes,GB,,1,0,,,,,0,,,,,,,2,,0.5,-9,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Swain,00-0026357,no,GB,,0,0,,,,,0,,,,,,,,,0,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
J.Sitton,00-0026275,no,GB,G,,,,,,,,,,,,,,,,,,,2,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Havner,00-0023832,no,GB,,3,0,,,,,0,,,,,,,,,0,,,16,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,16,2,0,26,,,,,,,,,,,,,,,4,40,,,,,,,,,,,,,,,,93,7,10,4,0,0,,63,112,,,,,,,
B.Poppinga,00-0023559,no,GB,,7,0,,,,,0,,,,,,,1,,1,-4,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Maroney,00-0024236,no,NE,,0,1,,,,,0,,,,,,,,,0,,,2,,1,,4,4,,,0,,,,4,0,0,,,,,,,,,,,,,,,,,,,148,,153,13,0,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,14,17,0,0,0,,109,99,194,200,9,0,0,,757
R.Lindell,00-0019310,no,BUF,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,33,,28,915,5,246,553,9,,68,84,6,24,0,24,0,24,4254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Moss,00-0011754,no,NE,,0,0,,,,,1,,0,,,1,,,,0,,,3,,,,1,1,1,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30,,,,,,,,,,,,,,,,539,83,138,13,2,1,1,413,1264,,,,,,,
T.Brady,00-0019596,no,NE,QB,,,,,,,,,,,,,,,,,,,,,,,4,2,,,0,,,,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,565,371,2176,194,2535,13,13,16,-86,28,3,1,2,4398,6,30,,,,,,,,,,,,,,,,,,,,,,,,,29,42,1,0,0,,44
D.Whitner,00-0024223,no,BUF,SS,15,0,,,,,2,1,104,,,5,,1,,0,,1,42,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Taylor,00-0016098,no,NE,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2,3,0,0,0,,19,17,63,66,4,0,0,,269
P.Posluszny,00-0025421,no,BUF,MLB,23,3,,,,,3,,20,,,4,,5,,1,-10,,87,5,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Faulk,00-0005091,no,NE,,,,,,,,,,,,,,,,,,,,1,,,,1,0,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,47,,60,6,0,144,,,,,,,,,,,,,,,1,5,,,,,,,,,15,2,25,5,0,5,31,171,37,53,1,0,0,,280,301,62,161,2,0,0,,335
C.Kelsay,00-0021995,no,BUF,,21,1,,1,,0,0,,,,,,,10,,5.5,-34,,41,6,23,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Williams,00-0024348,no,BUF,DT,25,1,,,,,0,,,,,,,12,,4,-21,,41,14,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Ellison,00-0024392,no,BUF,,28,0,,,,,0,,,,,2,,1,,0,,,40,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Edwards,00-0025479,no,BUF,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,183,110,587,73,699,7,7,22,-129,6,0,0,,1169,1,13,,,,,,,,,,,,,,,,,,,,,,,,,14,69,0,0,0,,106
L.Evans,00-0022910,no,BUF,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,383,44,96,7,0,0,,96,612,,,,,,,
A.Thomas,00-0019593,no,NE,,8,0,,,,,0,,,,,2,,6,,3,-25,,26,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Mayo,00-0026150,no,NE,MLB,33,1,,,,,0,,,,,,,4,,1.5,-18,,70,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Jackson,00-0024204,no,BUF,RB,,,,,,,,,,,39,,,,,,,,2,,,,3,2,1,,0,,,,4,0,0,,,,,,,,,,,,,,,,,,,299,,393,41,0,1014,1,1,27,,,,0,,,1,0,0,,27,1,5,,,,,,,,,44,5,53,6,0,6,69,162,46,60,2,0,0,,383,371,238,222,2,0,0,,1062
L.Bodden,00-0021612,no,NE,,8,0,,1,,0,5,1,60,,,17,,,,0,,1,47,1,8,,,0,,,1,1,,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bell,00-0026359,no,BUF,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Mitchell,00-0021970,no,BUF,,10,1,,,,,0,,,,,,,4,,0,,,17,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Moorman,00-0011626,no,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,68,,,,,,,1,1,19,,,,0,,,1,1,0,1,25,,,649,,25,925,90,90,10,4182,,,,,,,,,,,,,,,,,,,,,,,
W.Welker,00-0022427,no,NE,WR,,,,1,,0,,,,,,,,,,,,,3,,,,,0,1,,1,1,,0,1,2,0,,,,,,,,,,,,,,,,,,,45,,45,2,0,45,,,,,,,,,,,,,,,,,,,,,,,,,127,16,199,27,0,27,338,328,123,162,4,0,0,,721,1348,5,33,0,0,0,,36
L.McKelvin,00-0026151,no,BUF,SS,3,0,,,,,0,,,,,1,,,,0,,,8,,1,,2,1,,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,48,,57,5,0,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Koppen,00-0022019,no,NE,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Denney,00-0021189,no,BUF,,11,1,,,,,0,,,,,,,1,,2,-5,,16,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,25,1,1,1,0,0,,6,25,,,,,,,
J.Byrd,00-0027018,no,BUF,FS,12,0,,,,,9,,118,,,11,,,,0,,,33,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Scott,00-0021951,no,BUF,,23,1,,,,,1,,27,,,3,,3,,2,-6,,58,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Stroud,00-0020492,no,BUF,,18,0,,1,,0,0,,,,,8,,5,,2.5,-11,,38,7,17,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Corner,00-0026254,no,BUF,,15,0,,,,,1,,0,,4,9,,,,0,,,51,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sp.Johnson,00-0022610,no,BUF,,10,0,1,1,,0,0,,,,,1,,4,,2,-13,,33,5,17,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,12,,12,1,0,12,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Gostkowski,00-0024333,no,NE,K,,,,1,,0,,,,,,,,,,,,,5,,1,,,0,,,0,,,,0,1,0,31,,26,897,5,210,492,7,,91,78,21,47,0,47,0,47,6096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Wilhite,00-0026269,no,NE,,8,0,,1,,0,2,,17,,,5,,,,0,,,37,1,8,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Wilfork,00-0022712,no,NE,NT,12,1,,,,,0,,,,,2,,,,0,,,31,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Nelson,00-0027088,no,BUF,,,,,,,,,,,,,,,,,,,,2,,,,2,1,,1,2,2,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,46,,,,,,,,,,,,,,,,128,18,30,1,0,0,,70,157,,,,,,,
J.Sanders,00-0023567,no,NE,,16,1,,1,,0,0,,,,,3,,,,0,,,33,,13,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X.Omon,00-0026319,no,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,26,1,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,5,17,0,0,0,,22
G.Guyton,00-0025821,no,NE,,29,0,,,,,0,,,,,4,,8,,2,-10,,56,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Woods,00-0024017,no,NE,,11,1,,,,,0,,,,,,,,,0,,,25,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Wilson,00-0022341,no,BUF,,33,1,,,,,4,,23,,,6,,2,,2,-7,,70,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Schobel,00-0020469,no,BUF,,22,3,,1,,0,1,1,26,,,4,,16,,11,-74,1,34,17,12,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Parrish,00-0023490,no,BUF,,,,,,,,,,,,,,,,,,,,2,,,,2,3,3,,3,3,,-4,5,3,-4,,,,,,,,,,,,,,,,,,,46,,61,11,0,258,,,,,,,,,,,,,,,,,,,,,,,,,69,13,129,24,0,24,133,34,3,4,0,0,0,,14,34,2,4,0,0,0,,4
C.Hanson,00-0006799,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,560,1,18,724,56,56,5,2221,,,,,,,,,,,,,,,,,,,,,,,
D.Schouman,00-0025609,no,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,50,9,11,0,0,0,,45,103,,,,,,,
B.Meriweather,00-0025411,no,NE,SS,30,2,,,,,5,1,149,,,9,,,,0,,1,53,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Springs,00-0015495,no,NE,,5,0,,,,,1,,8,,,4,,,,0,,,34,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Banta-Cain,00-0022038,no,NE,,19,2,,,,,0,,,,,2,,15,,9.5,-73,,35,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Owens,00-0012478,no,BUF,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,456,55,109,5,0,0,,309,829,6,54,1,0,0,,54
M.Light,00-0020543,yes,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Baker,00-0021213,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,,,,,,,,,,,,,,,,114,14,19,2,0,0,,30,142,,,,,,,
J.Green,00-0021244,no,NE,,14,0,,,,,0,,,,,,,3,,1,-8,,21,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Ninkovich,00-0024349,no,NE,DE,10,0,,,,,0,,,,,2,,2,,1,-3,,14,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Morris,00-0019484,no,NE,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,113,19,27,0,0,0,,179,180,73,150,2,0,0,,319
J.Corto,00-0025764,no,BUF,,7,0,,,,,0,,,,,,,1,,0,,,15,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.McGee,00-0022008,no,BUF,,8,0,,,,,1,,3,,,7,,,,0,,,40,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,30,1,0,30,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Watson,00-0022943,no,NE,TE,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,,,,,,,,,,,,,,,,243,29,41,5,1,0,1,93,404,,,,,,,
J.Galloway,00-0005720,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,27,7,19,0,0,0,,29,67,,,,,,,
E.Alexander,00-0022342,no,NE,,5,1,,,,,0,,,,,,,,,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.McGowan,00-0023354,no,NE,,20,3,,2,,0,0,,,,,5,,3,,0,,,58,3,15,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Warren,00-0021989,no,NE,,12,0,,,,,0,,,,,1,,4,,1,-9,,33,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Wendling,00-0025571,no,BUF,,7,0,,,,,1,,0,,,1,,,,0,,,20,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nic.Harris,00-0027107,no,BUF,,8,0,,,,,0,,,,,,,,,0,,,22,3,8,,,0,,,1,1,,16,0,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Lockett,00-0026831,no,NE,,1,1,,,,,0,,,,,,,,,0,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Aiken,00-0021915,no,NE,,3,1,,,,,,,,,,,,,,,,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,,,,,,,,,,,,,,,,232,20,41,2,0,0,,187,326,,,,,,,
D.Butler,00-0027017,no,NE,CB,3,0,,,,,3,1,91,,,8,,,,0,,1,32,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,46,5,0,104,,,,,,,,,,,,,,,3,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Burgess,00-0020504,no,NE,,7,1,,1,,0,0,,,,,,,10,,5,-32,,27,4,14,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Buggs,00-0025877,no,BUF,,7,0,,,,,0,,,,,,,,,0,,,14,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Chung,00-0027010,no,NE,SS,12,1,,,,,1,,2,,,1,,2,,2,-13,,26,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Wright,00-0023255,no,NE,,10,1,,1,,0,0,,,,,2,,6,,5,-45,,25,6,12,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Rankin,00-0025841,no,OAK,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,192,,240,22,0,466,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,23,5,7,0,0,0,,49,33,8,16,0,0,0,,36
N.Kaeding,00-0022737,no,SD,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,35,,32,1029,3,139,525,9,,97,96,9,51,1,50,1,50,6139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Dobbins,00-0024365,no,SD,,16,1,,1,,0,1,,13,,,1,,1,,1,-7,,39,2,8,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Weddle,00-0025424,no,SD,FS,13,0,,,,,2,1,44,,,7,,2,,1,-6,1,68,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bush,00-0025487,no,OAK,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,17,,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,86,17,19,0,0,0,,130,105,123,212,3,0,0,,589
S.Merriman,00-0023446,no,SD,,10,0,,1,,0,0,,,,,,,6,,4,-25,,26,5,3,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.McFadden,00-0026144,no,OAK,RB,,,,,,,,,,,,,,,,,,,1,,,,4,3,1,,0,,,,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,21,36,0,0,0,,186,245,104,118,1,0,0,,356
K.Burnett,00-0023477,no,SD,,16,0,,,,,0,,,,,1,,5,,3,-20,,50,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Murphy,00-0027089,no,OAK,WR,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,40,,,,,,,,,,,,,,,,322,34,96,4,0,0,,133,521,6,26,0,0,0,,31
J.Russell,00-0025388,no,OAK,,,,,,,,,,,,,,,,,,,,,,,,9,6,,,0,,,,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,247,121,696,126,1604,11,11,32,-207,3,0,0,,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,19,38,0,0,0,,45
T.Johnson,00-0023450,no,SD,,3,0,,,,,0,,,,,1,,,,0,,,13,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Green,00-0018613,no,OAK,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Gregory,00-0023998,no,SD,,12,0,,2,,3,1,,13,,,6,,3,,2,-13,,57,4,11,,,0,,,0,,,,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z.Miller,00-0025425,no,OAK,,,,,,,,,,,,,,,,,,,,2,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,,,,,,,,,,,,,,,,319,66,100,3,0,0,,367,805,,,,,,,
Q.Jammer,00-0021381,no,SD,,11,1,,,,,3,,25,,,11,,,,0,,,47,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Kelly,00-0022539,no,OAK,,18,0,,,,,0,,,,,2,,4,,1,-8,,36,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
